Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2651,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2667,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
2678,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.1,0,0.06,0.77
2688,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76
2728,Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2733,Wall-E,PS2,2008,Platform,THQ,0.21,0,0,0.54,0.75
2734,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.21,0,0.14,0.75
2754,Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.42,0.26,0,0.07,0.75
2762,Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0,0.08,0.75
2822,Imagine: Interior Designer,DS,2008,Simulation,Ubisoft,0.34,0.31,0,0.08,0.73
2876,Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0,0,0.06,0.71
2899,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71
2900,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07,0.71
2907,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
2910,The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.32,0.31,0,0.07,0.7
2969,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69
3003,Mass Effect,PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.09,0.68
3006,Turok,PS3,2008,Action,Touchstone,0.35,0.22,0.01,0.1,0.68
3008,100 Classic Books,DS,2008,Misc,Nintendo,0.13,0.52,0,0.02,0.67
3026,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0,0.07,0.67
3027,Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0,0,0.67,0,0.67
3034,Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft,0,0.66,0,0.01,0.67
3038,TV Show King Party,Wii,2008,Puzzle,Ubisoft,0.18,0.41,0,0.08,0.67
3042,Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0,0.02,0.67
3080,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.66
3083,New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66
3094,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.66
3098,Kung Fu Panda,PS2,2008,Action,Activision,0.24,0,0,0.41,0.65
3099,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65
3101,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65
3105,Wall-E,PSP,2008,Platform,THQ,0.29,0.22,0,0.14,0.65
3181,Okami,Wii,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64
3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63
3258,Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0,0.06,0.62
3286,NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61
3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
3309,Littlest Pet Shop: Garden,DS,2008,Simulation,Electronic Arts,0.31,0.24,0,0.06,0.61
3317,Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,0.56,0,0,0.05,0.61
3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
3331,Littlest Pet Shop: Jungle,DS,2008,Simulation,Electronic Arts,0.34,0.2,0,0.06,0.61
3366,Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0,0.04,0.6
3384,Dead Space,PC,2008,Action,Electronic Arts,0,0.53,0,0.06,0.59
3388,Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0,0.07,0.59
3397,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0,0.06,0.59
3402,Rock Band 2,PS2,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59
3406,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07,0.59
3412,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0,0.04,0.59
3424,Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0,0.05,0.59
3427,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.59
3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0,0.07,0.58
3452,Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58
3460,NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58
3505,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.37,0,0.12,0.57
3512,Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,0.28,0.22,0,0.07,0.57
3523,Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0,0.33,0.57
3542,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0,0.04,0.57
3558,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.57
3599,Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
3603,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.27,0.23,0,0.06,0.56
3614,DS Bimoji Training,DS,2008,Misc,Nintendo,0,0,0.56,0,0.56
3616,Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.48,0.04,0,0.04,0.56
3657,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0,0,0.55
3661,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.51,0,0,0.04,0.55
3662,CrossworDS,DS,2008,Puzzle,Deep Silver,0.51,0,0,0.04,0.55
3677,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.49,0.02,0,0.04,0.55
3690,Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19,0.54
3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,0.54
3727,Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0,0.06,0.54
3733,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
3741,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0,0.04,0.54
3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,0.53
3777,NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07,0.53
3797,We Cheer,Wii,2008,Simulation,505 Games,0.48,0,0,0.04,0.53
3815,Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.48,0.01,0,0.04,0.53
3830,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.37,0.11,0,0.04,0.52
3842,Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
3843,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52
3855,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0,0.09,0.52
3874,Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.52
3903,Sega Bass Fishing,Wii,2008,Sports,Sega,0.46,0.01,0,0.04,0.51
3915,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.23,0,0.09,0.51
3922,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
3936,Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0,0.42,0,0.09,0.51
3951,NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
3967,Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,0.5
3970,Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5
4005,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.5
4008,Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,0.5
4041,FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0,0.06,0.49
4048,Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
4060,Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.49
4063,Football Manager Handheld 2009,PSP,2008,Sports,Sega,0,0.47,0,0.02,0.49
4064,Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0,0.45,0,0.03,0.49
4071,Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0,0.06,0.49
4078,Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.49
4081,Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0,0.04,0.49
4101,Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
4112,Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.21,0,0.05,0.48
4142,Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0,0.01,0.48
4143,SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48
4146,Emergency Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0,0.06,0.48
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.26,0.15,0,0.05,0.46
4250,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
4259,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.19,0,0.08,0.46
4283,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05,0.46
4333,Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
4336,Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.42,0,0,0.03,0.45
4345,TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45
4379,Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.24,0,0.05,0.45
4386,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0,0.34,0.45
4403,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
4407,Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.22,0,0.12,0.45
4548,Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43
4554,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43
4591,Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.39,0,0,0.03,0.42
4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42
4631,MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42
4646,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03,0.42
4651,Harvest Moon: Grand Bazaar,DS,2008,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42
4722,Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.41
4738,Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.18,0.19,0,0.04,0.41
4757,NBA 2K9,PS2,2008,Sports,Take-Two Interactive,0.34,0.01,0,0.06,0.41
4759,Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0,0.03,0.41
4762,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.41
4783,Disney Sing It! High School Musical 3: Senior Year,PS3,2008,Misc,Disney Interactive Studios,0.08,0.26,0,0.07,0.4
4792,Sega Superstars Tennis,PS3,2008,Sports,Sega,0.13,0.2,0,0.08,0.4
4795,Wall-E,PS3,2008,Platform,THQ,0.12,0.21,0,0.08,0.4
4810,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4
4826,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.12,0.01,0,0.27,0.4
4890,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0,0.07,0.39
4892,Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.37,0,0,0.03,0.39
4907,Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0,0,0.03,0.39
4914,Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0,0,0.03,0.39
4940,Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.36,0,0,0.03,0.39
4950,MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39
4968,Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39
4980,Phantasy Star Ø,DS,2008,Role-Playing,Sega,0.16,0,0.2,0.01,0.38
4992,Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.36,0,0,0.03,0.38
5038,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0,0.05,0.38
5061,Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26,0.38
5064,Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft,0.35,0,0,0.03,0.38
5083,Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft,0.35,0,0,0.03,0.37
5085,Puppy Palace,DS,2008,Simulation,Ubisoft,0.35,0,0,0.03,0.37
5096,Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.21,0.37
5108,Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0.01,0,0.03,0.37
5134,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,0.33,0,0.03,0.37
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.34,0,0,0.03,0.37
5169,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
5183,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.19,0,0.1,0.36
5199,Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0,0.03,0.36
5211,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36
5262,Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.36
5301,SimCity Creator,DS,2008,Simulation,Electronic Arts,0.3,0.03,0,0.03,0.35
5323,MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35
5350,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.08,0.23,0,0.03,0.35
5357,High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
5401,MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.29,0.03,0,0.03,0.34
5413,Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
5419,Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.31,0,0,0.02,0.34
5446,Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04,0.33
5478,Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,0.3,0,0,0.03,0.33
5499,Madden NFL 09,DS,2008,Sports,Electronic Arts,0.3,0,0,0.03,0.33
5509,FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0,0.06,0.33
5520,Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,0.31,0,0,0.02,0.33
5533,MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.33
5545,Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33
5565,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0,0,0.02,0.33
5580,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32
5589,Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0,0.06,0.32
5591,Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0,0.03,0.32
5596,Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0,0,0.32,0,0.32
5607,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32
5622,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32
5643,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0,0.03,0.32
5645,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0,0.3,0,0.02,0.32
5662,Derby Stallion DS,DS,2008,Sports,Enterbrain,0,0,0.32,0,0.32
5666,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0,0.02,0.32
5677,UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32
5694,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.17,0.04,0.08,0.02,0.32
5719,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5722,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31
5766,Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.29,0,0,0.02,0.31
5769,Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.28,0,0,0.02,0.31
5779,Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31
5781,Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0,0,0.02,0.31
5877,Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.27,0.01,0,0.02,0.3
5882,Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0,0,0.3,0,0.3
5886,Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.2,0,0.08,0.01,0.3
5914,Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3
5950,FIFA Street 3,X360,2008,Sports,Electronic Arts,0.12,0.14,0,0.03,0.3
5991,FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.13,0.11,0,0.06,0.29
6001,Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
6038,Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29
6057,WWII Aces,Wii,2008,Simulation,Destineer,0.27,0,0,0.02,0.29
6071,Purr Pals,Wii,2008,Simulation,Deep Silver,0.27,0,0,0.02,0.29
6080,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.29,0,0.29
6091,Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29
6095,Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29
6099,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.29
6110,SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
6137,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0,0.17,0.09,0.02,0.28
6224,Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28
6239,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,0.25,0,0,0.02,0.28
6240,My Japanese Coach,DS,2008,Misc,Ubisoft,0.25,0,0,0.02,0.28
6243,Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0,0.04,0.28
6247,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0,0.07,0.19,0.01,0.28
6288,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.27
6340,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0,0.03,0.27
6361,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,0.23,0.04,0,0,0.27
6362,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0,0,0.02,0.27
6366,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.03,0,0.03,0.27
6386,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0,0.02,0.27
6430,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0,0,0.02,0.27
6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26
6468,Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,0.04,0.18,0,0.04,0.26
6478,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26
6499,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.26
6551,Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0.01,0,0.25,0,0.26
6569,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26
6575,Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.26
6586,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
6614,Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
6627,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.14,0.04,0.06,0.02,0.25
6661,Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,0.25,0,0.25
6667,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
6674,UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,0.06,0.13,0,0.06,0.25
6697,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25
6710,Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
6715,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0,0.02,0.25
6755,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0,0.02,0.25
6764,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.25
6770,Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25
6782,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,0.24
6792,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24
6807,The Incredible Hulk,DS,2008,Action,Sega,0.22,0,0,0.02,0.24
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0,0.02,0.24
6854,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0,0,0.02,0.24
6875,Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.21,0.02,0,0.02,0.24
6887,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0,0.02,0.24
6918,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0,0,0.02,0.24
6946,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.24
6954,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.04,0.23
6983,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6998,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
7012,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0,0.02,0.23
7026,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23
7028,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.23
7043,I Love Horses,DS,2008,Simulation,GSP,0.21,0,0,0.01,0.23
7049,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23
7064,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23
7081,Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0,0,0.23,0,0.23
7112,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22
7164,Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.21,0,0,0.01,0.22
7169,MotoGP 08,PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22
7173,Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22
7178,Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22
7195,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22
7206,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0,0.02,0.22
7207,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
7231,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22
7257,Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22
7265,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7287,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
7291,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22
